Pays	Zone géographique	ID produit	Catégorie	Sous-catégorie	Nom du produit	Montant des ventes	Quantité	Remise	Profit	Retourné
France	Centre	FOU-ÉL-10000868	Fournitures de bureau	Électroménager	Hamilton Beach Réfrigérateur. Argent	1352.376	3	0.1	14.976	Non
France	Centre	FOU-AR-10003938	Fournitures de bureau	Art	Binney & Smith Toile. Tailles assorties	163.62	3	0	78.48	Non
Espagne	Sud	FOU-ÉL-10000051	Fournitures de bureau	Éléments de fixation	Accos Punaises. Tailles assorties	35.91	3	0	0.63	Non
Espagne	Sud	FOU-EN-10000109	Fournitures de bureau	Enveloppes	Ames Enveloppe à fermoir. Rouge	32.22	3	0	3.78	Non
Espagne	Sud	FOU-ST-10002526	Fournitures de bureau	Stockage	Rogers Dossiers. Taille réelle	110.592	4	0.1	-2.568	Non
France	Centre	PRO-AC-10002397	Produits technologiques	Accessoires	Logitech Clavier. Programmable	221.85	3	0	22.14	Non
Royaume-Uni	Nord	FOU-CL-10004601	Fournitures de bureau	Classeurs	Avery Classeur. Durable	14.4	2	0.5	-12.96	Non
Royaume-Uni	Nord	MOB-ME-10001790	Mobilier	Meubles	Eldon Ampoule. Durable	22.23	5	0.8	-41.22	Non
Finlande	Nord	FOU-ST-10004525	Fournitures de bureau	Stockage	Tenex Casiers. Bleu	204.15	1	0	53.07	Non
France	Centre	FOU-AR-10003250	Fournitures de bureau	Art	Stanley Carnet de croquis. Métal	91.38	2	0	14.58	Non
France	Centre	PRO-TÉ-10004561	Produits technologiques	Téléphones	Nokia Casque. Emballage en vrac	124.44	2	0.15	39.48	Non
France	Centre	FOU-ST-10000194	Fournitures de bureau	Stockage	Smead Rayonnage. Taille réelle	44.064	1	0.1	17.124	Non
France	Centre	FOU-CL-10001681	Fournitures de bureau	Classeurs	Avery Couverture de classeur. Clair	21.06	2	0	4.8	Non
Italie	Sud	FOU-EN-10001990	Fournitures de bureau	Enveloppes	Kraft Enveloppes. Argent	80.1	2	0	3.96	Non
Italie	Sud	FOU-CL-10000424	Fournitures de bureau	Classeurs	Wilson Jones Classeur. Durable	72.6	5	0	2.85	Non
Allemagne	Centre	PRO-AC-10000998	Produits technologiques	Accessoires	SanDisk Routeur. Durable	1026.24	4	0	430.92	Oui
Belgique	Centre	FOU-CL-10002858	Fournitures de bureau	Classeurs	Avery Onglets. Clair	28.95	5	0	7.8	Non
France	Centre	FOU-CL-10002978	Fournitures de bureau	Classeurs	Avery Renforts de perforations. Recyclé	14.31	3	0	6.12	Non
France	Centre	FOU-AR-10004518	Fournitures de bureau	Art	Boston Marqueurs. Bleu	79.11	3	0	32.4	Non
France	Centre	FOU-ST-10000401	Fournitures de bureau	Stockage	Smead Casiers. Bleu	1607.202	9	0.1	124.902	Non
France	Centre	PRO-AC-10002762	Produits technologiques	Accessoires	SanDisk Clavier. Programmable	170.55	3	0	28.98	Non
France	Centre	FOU-AR-10004001	Fournitures de bureau	Art	BIC Stylos. Emballage en vrac	58.2	4	0	12.72	Non
Royaume-Uni	Nord	PRO-TÉ-10004081	Produits technologiques	Téléphones	Cisco Smartphone. Bleu	415.44	3	0	16.56	Non
France	Centre	FOU-ÉT-10001117	Fournitures de bureau	Étiquettes	Hon Étiquettes de dossier. Durable	45.15	5	0	22.5	Non
France	Centre	FOU-AR-10000769	Fournitures de bureau	Art	Sanford Taille-crayon. Métal	162.54	6	0	81.18	Non
France	Centre	FOU-FO-10004832	Fournitures de bureau	Fournitures	Acme Ciseaux. Rectangulaire	199.26	9	0	11.88	Non
Allemagne	Centre	FOU-AR-10003967	Fournitures de bureau	Art	BIC Surligneurs. Bleu	68.148	4	0.1	22.668	Non
France	Centre	FOU-CL-10000514	Fournitures de bureau	Classeurs	Wilson Jones Couverture de classeur. Clair	31.95	3	0	7.92	Non
France	Centre	MOB-ME-10002259	Mobilier	Meubles	Rubvermaid Ampoule. Durable	95.22	6	0	37.98	Non
France	Centre	FOU-AR-10004829	Fournitures de bureau	Art	BIC Taille-crayon. Bleu	116.04	4	0	47.52	Non
France	Centre	FOU-ST-10000697	Fournitures de bureau	Stockage	Tenex Boîte. Industriel	15.282	1	0.1	6.282	Non
France	Centre	FOU-ST-10000883	Fournitures de bureau	Stockage	Smead Dossiers. Métal	89.424	6	0.1	-3.996	Non
Allemagne	Centre	PRO-AC-10001228	Produits technologiques	Accessoires	Memorex Clavier. Économique	90.42	2	0	27.12	Oui
Pays-Bas	Centre	FOU-ÉL-10000331	Fournitures de bureau	Électroménager	Breville Moulin à café. Argent	93.915	3	0.5	-18.855	Non
Italie	Sud	FOU-EN-10004336	Fournitures de bureau	Enveloppes	Ames Auto-adhésive. Recyclé	52.47	3	0	18.36	Non
Italie	Sud	FOU-CL-10002891	Fournitures de bureau	Classeurs	Wilson Jones Renforts de perforations. Économique	18.12	4	0	9	Non
Allemagne	Centre	MOB-ME-10001366	Mobilier	Meubles	Advantus Cadre. Multi-emballage	333.54	3	0	156.69	Non
Allemagne	Centre	FOU-ST-10002408	Fournitures de bureau	Stockage	Rogers Boîte. Métal	103.68	5	0.1	2.28	Non
Allemagne	Centre	MOB-CH-10001808	Mobilier	Chaises	Hon Tabouret. Rouge	441.855	3	0.1	24.525	Non
Belgique	Centre	FOU-ÉT-10001378	Fournitures de bureau	Étiquettes	Smead Étiquettes arrondies. Durable	65.61	9	0	3.24	Non
Belgique	Centre	FOU-CL-10002841	Fournitures de bureau	Classeurs	Avery Perforatrice. Économique	55.74	2	0	27.84	Non
Belgique	Centre	MOB-CH-10003449	Mobilier	Chaises	Novimex Rocking chair. Rouge	657.15	5	0	118.2	Non
Belgique	Centre	FOU-CL-10002918	Fournitures de bureau	Classeurs	Acco Renforts de perforations. Économique	26.64	4	0	2.28	Non
France	Centre	FOU-CL-10000456	Fournitures de bureau	Classeurs	Acco Machine à relier. Clair	202.2	4	0	22.2	Non
Royaume-Uni	Nord	FOU-ÉT-10002998	Fournitures de bureau	Étiquettes	Harbour Creations Étiquettes de dossier. Durable	36.48	4	0	7.92	Non
Royaume-Uni	Nord	FOU-ST-10004420	Fournitures de bureau	Stockage	Eldon Rayonnage. Bleu	290.52	6	0	78.3	Non
France	Centre	FOU-CL-10002676	Fournitures de bureau	Classeurs	Ibico Couverture de classeur. Recyclé	28.02	2	0	10.32	Non
France	Centre	FOU-CL-10004434	Fournitures de bureau	Classeurs	Acco Classeur. Clair	29.22	2	0	9.6	Non
France	Centre	FOU-AR-10001798	Fournitures de bureau	Art	BIC Stylos. Bleu	57.12	4	0	6.24	Non
Allemagne	Centre	FOU-ÉL-10004031	Fournitures de bureau	Éléments de fixation	Stockwell Trombones. Métal	40.86	3	0	19.53	Non
Allemagne	Centre	FOU-ÉL-10003226	Fournitures de bureau	Électroménager	Hoover Blender. Rouge	174.906	2	0.1	52.446	Non
Espagne	Sud	PRO-MA-10000959	Produits technologiques	Machines	Okidata Imprimante de cartes. Blanc	470.448	3	0.1	125.388	Non
Espagne	Sud	FOU-AR-10000397	Fournitures de bureau	Art	Boston Taille-crayon. Métal	60.42	2	0	9.66	Non
Royaume-Uni	Nord	FOU-EN-10003506	Fournitures de bureau	Enveloppes	Ames Enveloppe professionnelle. Livré par 50	39.528	3	0.1	10.458	Non
Royaume-Uni	Nord	FOU-CL-10002040	Fournitures de bureau	Classeurs	Ibico Renforts de perforations. Économique	18.873	3	0.1	8.163	Non
France	Centre	MOB-BI-10004368	Mobilier	Bibliothèques	Dania Étagère d'angle. Métal	546.885	5	0.1	224.685	Non
Allemagne	Centre	FOU-AR-10001026	Fournitures de bureau	Art	Binney & Smith Carnet de croquis. Bleu	46.32	1	0	12.03	Non
Allemagne	Centre	FOU-CL-10002841	Fournitures de bureau	Classeurs	Avery Perforatrice. Économique	250.83	9	0	125.28	Non
Allemagne	Centre	FOU-AR-10001798	Fournitures de bureau	Art	BIC Stylos. Bleu	28.56	2	0	3.12	Non
Allemagne	Centre	MOB-ME-10003686	Mobilier	Meubles	Advantus Cadre. Qualité supérieure	329.22	3	0	105.3	Non
France	Centre	FOU-ST-10000376	Fournitures de bureau	Stockage	Rogers Dossiers. Bleu	110.484	4	0.1	-9.876	Non
France	Centre	PRO-AC-10001620	Produits technologiques	Accessoires	Memorex Clé USB. Économique	88.2	3	0	18.45	Non
France	Centre	MOB-CH-10003779	Mobilier	Chaises	SAFCO Dessous de siège. Rouge	53.838	1	0.1	6.558	Non
France	Centre	PRO-AC-10003397	Produits technologiques	Accessoires	SanDisk Routeur. Recyclé	762.48	3	0	304.92	Non
Pays-Bas	Centre	MOB-ME-10002724	Mobilier	Meubles	Tenex Ampoule. Qualité supérieure	84.24	6	0.2	-15.84	Non
Pays-Bas	Centre	FOU-ST-10000376	Fournitures de bureau	Stockage	Rogers Dossiers. Bleu	30.69	2	0.5	-29.49	Non
Allemagne	Centre	FOU-CL-10004244	Fournitures de bureau	Classeurs	Wilson Jones Renforts de perforations. Clair	7.98	2	0	0.84	Non
Allemagne	Centre	FOU-EN-10003707	Fournitures de bureau	Enveloppes	GlobeWeis Auto-adhésive. Recyclé	40.38	2	0	19.38	Non
Allemagne	Centre	FOU-ÉL-10000275	Fournitures de bureau	Électroménager	Hamilton Beach Grille-pain. Argent	209.736	4	0.1	79.176	Non
Allemagne	Centre	FOU-AR-10002251	Fournitures de bureau	Art	BIC Toile. Tailles assorties	455.04	8	0	4.32	Non
Italie	Sud	MOB-CH-10000050	Mobilier	Chaises	Office Star Fauteuil. Rouge	560.916	3	0.6	-743.274	Non
Italie	Sud	FOU-CL-10004922	Fournitures de bureau	Classeurs	Wilson Jones Onglets. Recyclé	20.43	3	0	5.67	Non
France	Centre	FOU-EN-10000539	Fournitures de bureau	Enveloppes	GlobeWeis Enveloppe interservices. Livré par 50	239.1	5	0	54.9	Non
France	Centre	PRO-PH-10002752	Produits technologiques	Photocopieurs	Brother Télécopieur sans fil. Rouge	1281.834	4	0.15	105.474	Non
Allemagne	Centre	PRO-AC-10000413	Produits technologiques	Accessoires	Belkin Clavier. Programmable	355.5	6	0	7.02	Non
Allemagne	Centre	FOU-AR-10004648	Fournitures de bureau	Art	Stanley Toile. Bleu	197.88	4	0	31.56	Non
Italie	Sud	FOU-ST-10000763	Fournitures de bureau	Stockage	Rogers Rayonnage. Taille réelle	111.888	3	0.4	-59.742	Non
Italie	Sud	FOU-PA-10003072	Fournitures de bureau	Papier	Xerox Organiseur. Multicolore	21.78	1	0	2.61	Non
Espagne	Sud	FOU-CL-10002523	Fournitures de bureau	Classeurs	Wilson Jones Perforatrice. Clair	109.8	4	0	30.72	Non
Espagne	Sud	FOU-CL-10002040	Fournitures de bureau	Classeurs	Ibico Renforts de perforations. Économique	20.97	3	0	10.26	Non
Espagne	Sud	FOU-ST-10000495	Fournitures de bureau	Stockage	Smead Plateaux. Industriel	88.128	2	0.1	22.488	Non
Espagne	Sud	FOU-CL-10001723	Fournitures de bureau	Classeurs	Wilson Jones Couverture de classeur. Durable	25.38	2	0	11.64	Non
Allemagne	Centre	FOU-ST-10000763	Fournitures de bureau	Stockage	Rogers Rayonnage. Taille réelle	279.72	5	0.1	-6.33	Non
Allemagne	Centre	FOU-AR-10004495	Fournitures de bureau	Art	BIC Stylos. Métal	108.78	7	0	35.7	Non
Royaume-Uni	Nord	FOU-ÉL-10004707	Fournitures de bureau	Éléments de fixation	Stockwell Colliers. Tailles assorties	50.04	3	0	18.99	Non
Royaume-Uni	Nord	FOU-ST-10004184	Fournitures de bureau	Stockage	Fellowes Dossiers. Bleu	52.8	2	0	26.4	Non
Allemagne	Centre	FOU-ST-10002134	Fournitures de bureau	Stockage	Eldon Boîte. Métal	16.794	2	0.1	4.074	Non
Royaume-Uni	Nord	FOU-AR-10001661	Fournitures de bureau	Art	Sanford Carnet de croquis. Métal	186.96	4	0	87.84	Non
Espagne	Sud	FOU-ÉT-10003166	Fournitures de bureau	Étiquettes	Hon Étiquettes couleur. Rouge	37.89	3	0	0.72	Non
Allemagne	Centre	FOU-FO-10002786	Fournitures de bureau	Fournitures	Stiletto Ciseaux. Rectangulaire	268.74	6	0	91.26	Non
Italie	Sud	MOB-BI-10004214	Mobilier	Bibliothèques	Safco Étagère d'angle. Métal	297.84	2	0	74.46	Oui
Italie	Sud	FOU-AR-10001404	Fournitures de bureau	Art	Sanford Marqueurs. Bleu	116.25	5	0	22.05	Oui
Italie	Sud	FOU-EN-10004447	Fournitures de bureau	Enveloppes	Ames Enveloppe kraft. Livré par 50	49.38	2	0	3.9	Non
Italie	Sud	FOU-ÉT-10001584	Fournitures de bureau	Étiquettes	Smead Étiquettes de dossier. Ajustable	13.56	2	0	0.78	Non
Italie	Sud	FOU-PA-10002091	Fournitures de bureau	Papier	Eaton Papier parchemin. Recyclé	26.76	2	0	7.74	Non
Italie	Sud	FOU-AR-10000913	Fournitures de bureau	Art	BIC Carnet de croquis. Tailles assorties	259.2	5	0	38.85	Non
Italie	Sud	FOU-ST-10000592	Fournitures de bureau	Stockage	Rogers Boîte. Taille réelle	28.8	2	0.4	-13.44	Non
Italie	Sud	PRO-MA-10003430	Produits technologiques	Machines	Epson Imprimante de cartes. Durable	306.126	3	0.4	-30.654	Non
Suède	Nord	FOU-ST-10003889	Fournitures de bureau	Stockage	Rogers Boîte. Bleu	23.97	2	0.5	-23.07	Non
Italie	Sud	FOU-ST-10003925	Fournitures de bureau	Stockage	Tenex Boîte. Métal	9.342	1	0.4	0.912	Oui
Italie	Sud	PRO-PH-10000256	Produits technologiques	Photocopieurs	HP Photocopieur personnel. Rouge	244.98	2	0	63.66	Non
Italie	Sud	MOB-BI-10004707	Mobilier	Bibliothèques	Ikea Bibliothèque. Noir	123.93	1	0	61.95	Non
France	Centre	PRO-AC-10001053	Produits technologiques	Accessoires	Belkin Clavier. Recyclé	245.07	3	0	14.67	Non
Allemagne	Centre	PRO-TÉ-10001298	Produits technologiques	Téléphones	Apple Téléphone de bureau. Emballage en vrac	392.22	6	0	149.04	Non
Allemagne	Centre	FOU-ST-10003444	Fournitures de bureau	Stockage	Smead Plateaux. Taille réelle	43.659	1	0.1	10.659	Non
France	Centre	FOU-CL-10003955	Fournitures de bureau	Classeurs	Avery Machine à relier. Économique	244.2	5	0	29.25	Oui
Espagne	Sud	MOB-ME-10003468	Mobilier	Meubles	Rubvermaid Butée de porte. Durable	326.64	8	0	42.24	Non
Pays-Bas	Centre	FOU-AR-10001310	Fournitures de bureau	Art	Stanley Taille-crayon. Emballage en vrac	62.625	5	0.5	-55.125	Non
Pays-Bas	Centre	FOU-ST-10002747	Fournitures de bureau	Stockage	Smead Rayonnage. Industriel	98.82	4	0.5	-51.42	Non
Pays-Bas	Centre	PRO-TÉ-10003708	Produits technologiques	Téléphones	Motorola Amplificateur de signal. Emballage en vrac	143.22	2	0.5	-128.94	Non
Pays-Bas	Centre	PRO-TÉ-10003245	Produits technologiques	Téléphones	Motorola Chargeur. Bleu	1285.38	4	0.5	-308.58	Non
Pays-Bas	Centre	MOB-ME-10003824	Mobilier	Meubles	Tenex Horloge. Multi-emballage	40.248	1	0.2	9.048	Non
Pays-Bas	Centre	MOB-CH-10001062	Mobilier	Chaises	Hon Chaise pliante. Livré par deux	209.175	5	0.5	-121.425	Non
Pays-Bas	Centre	FOU-CL-10003161	Fournitures de bureau	Classeurs	Acco Perforatrice. Recyclé	106.68	7	0.5	-87.57	Non
Irlande	Nord	FOU-CL-10000593	Fournitures de bureau	Classeurs	Acco Renforts de perforations. Clair	24.48	8	0.5	-22.56	Non
Irlande	Nord	PRO-TÉ-10003100	Produits technologiques	Téléphones	Samsung Dispositif audio. Emballage en vrac	250.38	3	0.5	-120.24	Non
Irlande	Nord	FOU-AR-10002732	Fournitures de bureau	Art	Sanford Toile. Tailles assorties	80.55	3	0.5	-80.55	Non
Royaume-Uni	Nord	FOU-PA-10003185	Fournitures de bureau	Papier	Green Bar Fiches mémo. Par paquet de 12	63.27	3	0	30.96	Non
Royaume-Uni	Nord	FOU-PA-10001500	Fournitures de bureau	Papier	Eaton Ramette. Multicolore	55.92	2	0	8.34	Non
Allemagne	Centre	FOU-ÉL-10002136	Fournitures de bureau	Éléments de fixation	Stockwell Agrafes. Emballage en vrac	21.6	2	0	3.24	Non
Allemagne	Centre	FOU-ÉL-10004056	Fournitures de bureau	Éléments de fixation	OIC Punaises. Tailles assorties	24.72	2	0	4.92	Non
Allemagne	Centre	PRO-MA-10004650	Produits technologiques	Machines	Epson Imprimante de tickets. Rouge	228.36	2	0	114.18	Non
Allemagne	Centre	FOU-AR-10001329	Fournitures de bureau	Art	Sanford Carnet de croquis. Emballage en vrac	183	4	0	84.12	Non
Allemagne	Centre	FOU-ST-10000473	Fournitures de bureau	Stockage	Fellowes Plateaux. Bleu	154.953	3	0.1	-5.247	Non
France	Centre	FOU-EN-10004660	Fournitures de bureau	Enveloppes	Jiffy Enveloppe à fermoir. Livré par 50	17.04	2	0	8.16	Non
France	Centre	FOU-EN-10001662	Fournitures de bureau	Enveloppes	Cameo Enveloppe à fermoir. Livré par 50	57.06	6	0	4.5	Non
France	Centre	FOU-CL-10001363	Fournitures de bureau	Classeurs	Acco Renforts de perforations. Durable	73.44	9	0	34.29	Non
Italie	Sud	FOU-ST-10003586	Fournitures de bureau	Stockage	Tenex Dossiers. Bleu	41.796	3	0.4	-4.914	Non
Italie	Sud	FOU-ST-10001418	Fournitures de bureau	Stockage	Rogers Rayonnage. Métal	110.16	3	0.4	-16.56	Non
Italie	Sud	MOB-TA-10003764	Mobilier	Tables	Bevis Table d'ordinateur. Noir	989.04	4	0.5	-435.24	Non
France	Centre	FOU-AR-10004414	Fournitures de bureau	Art	Binney & Smith Stylos. Métal	39.6	3	0	0.72	Non
Allemagne	Centre	FOU-ÉT-10003631	Fournitures de bureau	Étiquettes	Harbour Creations Étiquettes légales. Ajustable	26.55	3	0	12.15	Non
Allemagne	Centre	FOU-PA-10003425	Fournitures de bureau	Papier	Eaton Fiches mémo. Multicolore	30.3	2	0	5.1	Non
France	Centre	PRO-PH-10001873	Produits technologiques	Photocopieurs	Brother Télécopieur et photocopieur. Livré par deux	813.8325	5	0.15	95.6325	Non
France	Centre	PRO-MA-10004161	Produits technologiques	Machines	StarTech Imprimante. Rouge	215.322	1	0.15	70.902	Non
Irlande	Nord	FOU-ÉL-10004701	Fournitures de bureau	Électroménager	KitchenAid Micro-ondes. Argent	311.07	2	0.5	-292.41	Non
France	Centre	FOU-ÉL-10003202	Fournitures de bureau	Électroménager	KitchenAid Grille-pain. Noir	228.825	3	0.1	50.805	Non
France	Centre	FOU-ST-10004540	Fournitures de bureau	Stockage	Fellowes Boîte. Métal	16.875	1	0.1	6.735	Non
France	Centre	MOB-CH-10000449	Mobilier	Chaises	Hon Fauteuil. Livré par deux	826.902	2	0.1	-91.878	Non
France	Centre	MOB-CH-10000543	Mobilier	Chaises	Harbour Creations Dessous de siège. Noir	194.796	7	0.6	-190.134	Non
Italie	Sud	MOB-CH-10001129	Mobilier	Chaises	Office Star Rocking chair. Noir	110.784	2	0.6	-110.796	Non
Allemagne	Centre	FOU-CL-10004334	Fournitures de bureau	Classeurs	Avery Classeur. Économique	25.8	2	0	10.02	Non
Allemagne	Centre	FOU-ST-10001418	Fournitures de bureau	Stockage	Rogers Rayonnage. Métal	110.16	2	0.1	25.68	Non
Allemagne	Centre	FOU-ÉT-10000065	Fournitures de bureau	Étiquettes	Harbour Creations Étiquettes légales. Rouge	86.16	8	0	36.96	Non
Royaume-Uni	Nord	PRO-AC-10000541	Produits technologiques	Accessoires	Logitech Clé USB. Programmable	256.08	8	0	120.24	Non
Royaume-Uni	Nord	MOB-ME-10000597	Mobilier	Meubles	Advantus Cadre. Noir	233.352	3	0.3	-33.408	Non
Royaume-Uni	Nord	MOB-BI-10000305	Mobilier	Bibliothèques	Safco Étagères. Blanc	797.04	4	0	95.64	Non
Royaume-Uni	Nord	MOB-BI-10000930	Mobilier	Bibliothèques	Sauder Étagère d'angle. Noir	891.9	6	0	178.38	Non
Royaume-Uni	Nord	FOU-AR-10002292	Fournitures de bureau	Art	Binney & Smith Taille-crayon. Tailles assorties	59.7	2	0	13.68	Non
Royaume-Uni	Nord	FOU-CL-10000776	Fournitures de bureau	Classeurs	Cardinal Perforatrice. Durable	90.9	3	0	41.76	Non
Danemark	Nord	FOU-CL-10003330	Fournitures de bureau	Classeurs	Cardinal Machine à relier. Durable	51.27	2	0.5	-15.39	Non
Danemark	Nord	FOU-AR-10001493	Fournitures de bureau	Art	Boston Surligneurs. Tailles assorties	44.1	4	0.5	-28.26	Non
Danemark	Nord	FOU-PA-10003250	Fournitures de bureau	Papier	Green Bar Papier à lettres. Multicolore	49.8	2	0.5	-37.86	Non
Danemark	Nord	FOU-ÉL-10001991	Fournitures de bureau	Électroménager	Breville Moulin à café. Noir	91.935	3	0.5	-27.585	Non
Danemark	Nord	FOU-AR-10002064	Fournitures de bureau	Art	Binney & Smith Surligneurs. Tailles assorties	19.77	2	0.5	-3.21	Non
France	Centre	FOU-CL-10000997	Fournitures de bureau	Classeurs	Cardinal Renforts de perforations. Clair	14.4	3	0	6.57	Non
Allemagne	Centre	FOU-ST-10004943	Fournitures de bureau	Stockage	Tenex Dossiers. Industriel	42.66	2	0.1	-4.74	Non
Allemagne	Centre	MOB-ME-10003131	Mobilier	Meubles	Advantus Cadre. Durable	432.6	4	0	47.52	Non
Allemagne	Centre	FOU-PA-10001230	Fournitures de bureau	Papier	SanDisk Papier à lettres. Par paquet de 12	262.8	5	0	70.95	Non
Allemagne	Centre	FOU-CL-10003739	Fournitures de bureau	Classeurs	Ibico Renforts de perforations. Clair	45.15	7	0	17.43	Non
Allemagne	Centre	FOU-ÉL-10000624	Fournitures de bureau	Éléments de fixation	OIC Colliers. Tailles assorties	68.88	4	0	24.72	Non
Allemagne	Centre	FOU-ÉL-10002955	Fournitures de bureau	Électroménager	Cuisinart Grille-pain. Argent	292.734	6	0.1	42.174	Non
Espagne	Sud	MOB-CH-10004447	Mobilier	Chaises	SAFCO Fauteuil. Rouge	1107.432	3	0.2	-263.088	Non
France	Centre	FOU-CL-10002523	Fournitures de bureau	Classeurs	Wilson Jones Perforatrice. Clair	27.45	1	0	7.68	Non
France	Centre	MOB-TA-10003624	Mobilier	Tables	Barricks Table basse. Blanc	1184.391	6	0.35	-182.349	Non
Espagne	Sud	MOB-BI-10000930	Mobilier	Bibliothèques	Sauder Étagère d'angle. Noir	1040.55	7	0	208.11	Non
Espagne	Sud	MOB-CH-10000002	Mobilier	Chaises	Office Star Chaise de plage. Livré par deux	92.304	2	0.2	-17.316	Non
Royaume-Uni	Nord	FOU-EN-10004743	Fournitures de bureau	Enveloppes	Cameo Enveloppe à fermoir. Argent	23.82	2	0	5.7	Non
Royaume-Uni	Nord	FOU-AR-10000415	Fournitures de bureau	Art	Boston Marqueurs. Tailles assorties	29.55	1	0	0	Non
Royaume-Uni	Nord	MOB-CH-10004362	Mobilier	Chaises	Novimex Chaise de plage. Réglable	96.9	2	0	24.18	Non
Royaume-Uni	Nord	MOB-BI-10000315	Mobilier	Bibliothèques	Ikea Bibliothèque classique. Métal	1233.63	3	0	234.36	Non
Royaume-Uni	Nord	FOU-PA-10000615	Fournitures de bureau	Papier	Enermax Ramette. Recyclé	85.14	3	0	4.23	Non
Allemagne	Centre	PRO-PH-10001780	Produits technologiques	Photocopieurs	Sharp Photocopieur. Livré par deux	718.2	3	0	315.99	Oui
Allemagne	Centre	FOU-CL-10001059	Fournitures de bureau	Classeurs	Acco Couverture de classeur. Recyclé	82.08	6	0	24.48	Oui
Allemagne	Centre	FOU-FO-10002466	Fournitures de bureau	Fournitures	Fiskars Coupe-papier. Bleu	111.72	4	0	45.72	Oui
Pays-Bas	Centre	FOU-ÉT-10000702	Fournitures de bureau	Étiquettes	Smead Étiquettes de dossier. Blanc	13.32	3	0.5	-13.14	Non
Royaume-Uni	Nord	FOU-AR-10001991	Fournitures de bureau	Art	Binney & Smith Marqueurs. Bleu	36.135	3	0.5	-22.455	Non
Royaume-Uni	Nord	FOU-ÉT-10004641	Fournitures de bureau	Étiquettes	Harbour Creations Étiquettes de dossier. Ajustable	23.205	7	0.5	-20.895	Non
Royaume-Uni	Nord	FOU-ÉL-10003630	Fournitures de bureau	Électroménager	Cuisinart Plaque de cuisson. Rouge	1614.87	6	0.5	-161.55	Non
Allemagne	Centre	FOU-ST-10002520	Fournitures de bureau	Stockage	Eldon Dossiers. Industriel	31.428	2	0.1	-2.472	Non
